1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,0,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,1
1,2,2,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,11,11,11,1
1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,10,10,10,-1,-1,-1,-1,-1,1
1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,1
1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,11,-1,-1,-1,-1,-1,-1,1
1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,10,10,-1,-1,10,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,10,10,-1,-1,10,-1,29,1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,10,10,-1,-1,10,-1,29,1,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,1
1,10,10,-1,-1,10,-1,27,30,30,30,30,30,30,30,30,26,-1,-1,-1,-1,-1,-1,-1,1
1,10,10,-1,-1,1,10,10,10,1,1,1,1,1,1,3,29,3,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,3,29,3,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,10,-1,-1,3,29,3,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,3,29,3,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,7,-1,-1,3,-1,3,-1,-1,-1,9,-1,-1,1
1,2,2,2,2,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,1
