3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,-1,-1,-1,-1,-1,3,3,3,3,25,30,30,30,30,26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,-1,0,-1,-1,-1,-1,-1,-1,-1,29,3,3,3,3,27,20,3,3,3,3,3,3,3,-1,-1,-1,-1,3,3,3,3,3,-1,-1,-1,3,3,3
3,3,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,3,3,3,3,3,-1,-1,-1,-1,3,3
3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,30,30,30,30,30,30,30,30,30,20,3,-1,-1,-1,30,30,26,-1,-1,-1,-1,7,-1,-1,-1,3
3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,3,3,3,3,3,3,-1,-1,3
3,3,3,3,3,3,3,3,3,3,3,29,3,3,3,3,25,20,3,-1,3,3,3,3,3,3,3,7,3,3,29,3,3,3,3,3,3,-1,-1,3
3,3,3,3,3,3,3,3,3,3,3,27,30,30,30,30,28,3,3,-1,-1,3,3,3,3,3,3,3,3,3,29,3,3,3,3,3,3,-1,-1,3
3,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,3,3,3,3,3,20,30,30,28,3,3,3,3,3,3,-1,-1,3
3,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,7,3,-1,-1,3
3,29,3,3,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,-1,-1,3
3,29,3,3,3,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,30,30,30,20,3,-1,-1,3
3,29,3,3,3,3,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,-1,-1,3
3,29,3,3,3,3,3,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,3
3,29,3,3,7,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,3
3,29,3,3,3,29,20,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,30,20,3,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
3,29,30,30,20,29,3,3,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,29,-1,-1,-1,29,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
3,29,3,3,3,29,3,3,3,3,3,3,3,29,3,3,3,3,3,29,3,3,3,29,3,3,3,3,3,-1,-1,-1,-1,3,3,3,3,3,3,3
3,29,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,29,3,-1,-1,-1,3,29,3,3,3,29,-1,-1,3,3,-1,-1,-1,-1,3,3,25,30,30,20,3,3
3,29,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,20,3,-1,-1,-1,3,20,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,29,3,3,3,3,3
3,29,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,29,3,-1,-1,-1,3
3,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,3,-1,-1,-1,3
3,27,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,28,3,-1,9,-1,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3
