1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1
1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1
1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,3,-1,1
1,8,-1,-1,-1,1,1,1,1,1,1,1,1,0,-1,3,3,3,3,1
1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,10,-1,1
1,-1,-1,-1,17,1,1,1,-1,-1,7,-1,1,17,-1,-1,-1,10,20,1
1,4,4,-1,-1,1,1,1,11,11,11,11,1,-1,-1,-1,-1,10,11,1
1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,10,-1,1
1,-1,-1,-1,-1,1,1,1,-1,8,8,-1,1,-1,-1,-1,-1,10,20,1
1,16,-1,-1,-1,1,1,1,11,11,11,11,1,-1,-1,3,3,3,3,1
1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,4,4,1,1,1,8,-1,-1,8,1,-1,15,-1,-1,-1,-1,1
1,-1,-1,-1,-1,1,1,1,-1,-1,9,-1,1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
1,11,11,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,3,3,3,1
1,2,2,2,2,2,2,2,2,-1,7,2,2,2,2,2,1,7,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
