1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,4,-1,4,4,-1,4,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,4,4,5,5,4,5,5,4,4,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,16,-1,-1,-1,-1,15,-1,-1,1
1,-1,2,2,-1,4,4,-1,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,7,1
1,-1,-1,6,6,6,6,6,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,11,1
1,-1,-1,6,6,6,6,6,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,-1,-1,6,6,7,6,6,-1,-1,5,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,8,-1,-1,1
1,14,-1,6,6,6,6,6,-1,-1,5,-1,0,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,1
