1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
